product_name,energy-kcal_100g,sugars_100g,saturated-fat_100g,salt_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fiber_100g,proteins_100g,energy_points,sugars_points,saturated_fat_points,salt_points,fruits_points,fiber_points,proteins_points,total_negative_points,total_positive_points,total_score,nutriscore_grade
Cola Light,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Club soda,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Tonic Water,37,9.58,0,0.0025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
"Sparkling seltzer water, original",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, black cherry",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, mandarin orange",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling water,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet tonic water,1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Apple cider from concentrate, orange spice",46,11.67,0,0.0375,16.25,0,0,7,8,0,0,0,0,0,15,0,15,D
"Apple cider from concentrate, salted caramel",46,11.67,0,0.0425,16.25,0,0,7,8,0,0,0,0,0,15,0,15,D
"Apple cider from concentrate, pear ginger",50,12.08,0,0.0375,31.25,0,0,7,9,0,0,0,0,0,16,0,16,D
Italian sparkling mineral water,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling soda, pomegranate",42,10,0,0,5,0,0,6,7,0,0,0,0,0,13,0,13,D
"Soda, orange",46,12.08,0,0.015,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Root beer,46,11.67,0,0.025,0,0,0,7,8,0,0,0,0,0,15,0,15,D
"Soda, orange pineapple",54,12.92,0,0.025,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Diet cola,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Diet ginger ale, ginger",0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, lemon lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, lemon lime",0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Original sparkling seltzer water, original",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, black cherry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Black cherry sparkling seltzer water, black cherry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemonade with pulp,50,11.25,0,0.005,11.25,0,0,7,8,0,0,0,0,0,15,0,15,D
"Cider, honeycrisp apple",50,11.67,0,0,100,0,0.42,7,8,0,0,10,0,0,15,10,5,C
"Cider, spiced apple",50,11.67,0,0,71.875,0,0.42,7,8,0,0,4,0,0,15,4,11,D
Apple Cider,50,11.67,0,0,75,0,0.42,7,8,0,0,4,0,0,15,4,11,D
"100% juice, apple cider",50,11.67,0,0,75,0,0.42,7,8,0,0,4,0,0,15,4,11,D
"Green tea, unsweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Rooibos tea, unsweetened tropical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Unsweetened green tea, watermelon mint",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Real brewed artisan unsweetened hibiscus green tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, coconut lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, ruby red grapefruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Mandarin orange sparkling seltzer water, mandarin orange",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, raspberry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, ruby red grapefruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Old-fashioned limeade, lime",47,10.99,0,0,5.495,0,0,7,8,0,0,0,0,0,15,0,15,D
"Sparkling seltzer water, lemon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling seltzer water, cranberry lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemonade,15,3.5,0.1,0.03,0,0,0.5,3,3,0,0,0,0,0,6,0,6,C
chocolush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Zero Calorie Cola,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling Spring Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Soda, grape",56,14.37,0,0.025,0.703125,0,0,8,10,0,0,0,0,0,18,0,18,D
Purified drinking water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Flavored sparkling water beverage, tangerine lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"French Sparkling Soda, Blood Orange",46,11.25,0,0,0,0,0,7,8,0,0,0,0,0,15,0,15,D
"French Sparkling Soda, Sicilian Lemon",58,14.17,0,0,12,0,0,9,10,0,0,0,0,0,19,0,19,E
"French Sparkling Soda, Pink Lemonade",54,13.33,0,0,6.665,0,0,8,9,0,0,0,0,0,17,0,17,D
"French sparkling soda, pomegranate lemon",42,10,0,0,2.5,0,0,6,7,0,0,0,0,0,13,0,13,D
"Sparkling water beverage, black cherry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling water beverage, raspberry, blackberry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Root Beer,48,12.96,0,0.0325,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Diet cola,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Dr. Tremor Soda,42,11.55,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Very Low Sodium Cola,45,12.11,0,0.025,0,0,0,7,9,0,0,0,0,0,16,0,16,D
"Tahoe twist soda, lemon lime",42,11.27,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
"Soda, citrus rush",51,13.8,0,0.025,0,0,0,8,10,0,0,0,0,0,18,0,18,D
Zero Calorie Cola,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"French Sparkling Soda, Blood Orange",2,0,0,0,21.875,0,0,0,0,0,0,0,0,0,0,0,0,B
"French Sparkling Soda, Sicilian Lemon",4,0,0,0,32.14285714,0,0,0,0,0,0,0,0,0,0,0,0,B
"Soda, grape",48,12.96,0,0.025,0.763888889,0,0,7,9,0,0,0,0,0,16,0,16,D
"Soda, cream",45,12.39,0,0.025,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Ginger Ale,39,10.42,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
"Diet soda, grapefruit",0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Soda, Cherry Cola",48,12.96,0,0.025,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Fruit juice,51,10.17,0,0,0,0.4,0,8,7,0,0,0,0,0,15,0,15,D
"Electrolyte water, lemon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Electrolyte water, mixed berry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Electrolyte water, tropical mango",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Zero calorie cola,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Zero calorie cola,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Calorie free cola,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Cola,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Mango Lassi Yogurt Drink,52.91098608,7.054798145,0,0,0,0.440924884,0.881849768,8,5,0,0,0,0,0,13,0,13,D
2% Milkfat reduced fat milk,50,5,1.25,0.12,0,0,3.33,7,4,1,1,0,0,2,13,2,11,D
Cherry Blossom Kombucha,13.5,1.27,0,0.00634,0,0,0,1,1,0,0,0,0,0,2,0,2,B
Spring water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Trader joe's, natural mountain spring water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling water, grapefruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemonade from concentrate,46,10.83,0,0.005,5.415,0,0,7,8,0,0,0,0,0,15,0,15,D
"Lemonade from concentrate, raspberry",46,10.83,0,0.005,10.83,0,0,7,8,0,0,0,0,0,15,0,15,D
Purified water enhanced with electrolytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Soda, grape",54,12.96,0,0.0175,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Cola,46,11.25,0,0.01,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Diet cola soda,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free diet cola,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet cherry cola,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemon lime soda,42,10.83,0,0.0425,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Diet lemon lime soda,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet mountain roar citrus soda,0,0,0,0.0425,2.840909091,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet dr. extreme soda,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Orange soda,54,12.92,0,0.025,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Diet orange soda,0,0,0,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Grape soda,58,14.58,0,0.02,0,0,0,9,10,0,0,0,0,0,19,0,19,E
Root beer flavored soda,50,12.5,0,0.025,0,0,0,7,9,0,0,0,0,0,16,0,16,D
Ginger ale soda,38,10.42,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Cola,45,11.3,0,0.01,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Diet cola,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free diet cola,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemon lime soda,45,11.02,0,0.0425,0,0,0,7,8,0,0,0,0,0,15,0,15,D
Diet lemon lime soda,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Citrus diet mountain roar soda,0,0,0,0.04,2.840909091,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet dr. extreme soda,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Orange flavored soda,54,13.28,0,0.025,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Grape soda,62,14.97,0,0.025,0,0,0,9,10,0,0,0,0,0,19,0,19,E
Root beer soda,51,12.71,0,0.025,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Ginger ale soda,40,10.45,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Diet ginger ale,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet mountain roar citrus soda,0,0,0,0.04,2.840909091,0,0,0,0,0,0,0,0,0,0,0,0,B
Dr. extreme diet soda,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Diet orange soda,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Ginger ale,40,10.45,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
100% apple cider juice from concentrate with added ingredient,46,11.67,0,0.0375,16.66666667,0,0,7,8,0,0,0,0,0,15,0,15,D
"Light ultra-pasteurized eggnog, light",108,15.83,1.67,0.26,0,0,5,10,10,1,2,0,0,3,23,3,20,E
"Lemonade, light",6,1.25,0,0.015,11.45833333,0,0,0,1,0,0,0,0,0,1,0,1,B
Decaffeinated sweet tea,38,9.17,0,0.01,0,0,0,6,7,0,0,0,0,0,13,0,13,D
"Apple cider, apple",50,10,0,0,0,0.4,0,7,7,0,0,0,0,0,14,0,14,D
Orange soda,54,13.28,0,0.025,0,0,0,8,9,0,0,0,0,0,17,0,17,D
Diet pink lemonade,0,0,0,0.095,0,0,0,0,0,0,1,0,0,0,1,0,1,B
Blackberry raspberry flavored sparkling water beverage,0,0,0,0,23.61111111,0,0,0,0,0,0,0,0,0,0,0,0,B
Orange mango flavored sparkling water beverage,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,B
Kiwi strawberry flavored sparkling water beverage,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling lemonade beverage,0,0,0,0,23.75,0,0,0,0,0,0,0,0,0,0,0,0,B
Coconut flavored sparkling water beverage,0,0,0,0,11.84210526,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling strawberry watermelon flavored water beverage,0,0.42,0,0,23.61111111,0,0,0,1,0,0,0,0,0,1,0,1,B
Raspberry blackberry flavored sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Tangerine lime flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
White grape flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Peach flavored sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Strawberry flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Key lime flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Calorie free pomegranate berry flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Watermelon flavored sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Cherry limeade flavored sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free mixed berry flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free raspberry lime flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free lemon flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free lime flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free original seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lemon lime seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free tonic water,37,9.58,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Caffeine free ginger ale,39,10.42,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Caffeine free tonic water,37,9.46,0,0.03,0,0,0,6,7,0,0,0,0,0,13,0,13,D
Caffeine free diet tonic water,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free club soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free diet tonic water,1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free club soda,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free black cherry flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free cranberry and lime flavored seltzer,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Calorie free berry flavored sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Lime flavored sparkling water beverage,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Barista bill's coffee,71,11.25,0.83,0.095,0,0,2.08,10,8,0,1,0,0,1,19,1,18,D
Iced coffee,62,10.83,0.62,0.0875,0,0,2.08,9,8,0,0,0,0,1,17,1,16,D
Iced Coffee,72,11.83,0.85,0.09652,0,0,2.11,10,8,0,1,0,0,1,19,1,18,D
Caffeine free black cherry flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Caffeine free key lime flavored sparkling water beverage, key lime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Caffeine free strawberry flavored sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Cola,42,11.83,0,0.025,0,0,0,6,8,0,0,0,0,0,14,0,14,D
Diet cola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Ginger ale,39,10.42,0,0.025,0,0,0,6,7,0,0,0,0,0,13,0,13,D
"Diet soda, ginger ale",0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Simply clear sparkling water beverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Unsweetened cranberry raspberry flavored sparkling water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
"Sparkling pink grapefruit flavored water beverage, pink grapefruit",0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,B
